tweet_id,text,location,cleaned_text
ID_1022892486753169408,No charge for Airbnb rooms as victims of Greek wildfires scramble for shelter  #Greece,Greece,charge Airbnb room victim Greek wildfire scramble shelter   Greece
ID_1167515767501467648,"With Hurricane Dorian threatening much of Florida, the Jewish Volunteer Center needs your help. JVC is seeking compassionate people to join the Jewish Volunteer Emergency Response Team (JVERT) to assist our community during a disaster. Register to help:",Florida,Hurricane Dorian threaten Florida jewish Volunteer Center need help JVC seek compassionate people join jewish Volunteer Emergency Response Team JVERT assist community disaster Register help
ID_729816341927038976,RT @jencme35:  really? We should accept all of the assistance we can get! Boots on the ground! #FortMacFire,,RT    accept assistance boot ground fortmacfire
ID_908495392827781120,MasterCat Team remediation services to repair/save your home or biz from water and flood damage caused by natural disaster is here for you!,,mastercat Team remediation service repairsave home biz water flood damage cause natural disaster
ID_722031821668671488,RT @nytimesphoto: At least 230 people were killed and hundreds more were wounded by an earthquake in Ecuador  :,Ecuador,RT   230 people kill hundred wound earthquake Ecuador  
ID_1030811189859631104,Thiruvananthapuram Peroorkada Area Committee Thalapathy @actorvijay Fans Collects and Hand over Flood Relief Materials To Flood Affecters. #KeralaFloods #KeralaFloodRelief,Thiruvananthapuram,Thiruvananthapuram Peroorkada Area Committee Thalapathy   Fans Collects Hand Flood Relief Materials Flood Affecters KeralaFloods KeralaFloodRelief
ID_1031090577222389760,Kerala Floods: 5 Isro satellites come to rescue of flood-hit Kerala | Chennai News - #Chennai latest news #Chennai news #Chennai news live #Chennai news today #flood #floods #instruments #Kerala #Kerala Floods #Oceansat-2 #thiruvananthapuram #Today news Chennai,Chennai Kerala,Kerala Floods 5 Isro satellite come rescue floodhit Kerala   Chennai News   Chennai late news Chennai news Chennai news live Chennai news today flood flood instrument Kerala Kerala Floods Oceansat2 thiruvananthapuram Today news Chennai
ID_1168274531984822272,"@KathrynProciv @ChaserJake94 So when you see wind damage that could hardly have been made by a CAT 5 but rather something less, & KNOW its wrong. CHECK the info coming from the MSM. (27) DORIAN YOU SHOULDNT KNOW THIS #WEATHERWARFARE LIVE!! #ANALYSIS - YouTube",,   wind damage hardly CAT 5   know wrong check info come MSM 27 DORIAN shouldnt know weatherwarfare live ANALYSIS   YouTube
ID_1062126388935712768,RT @Shareblue: Trump insults 31 dead Californians with disgraceful response to fires,,RT   Trump insult 31 dead Californians disgraceful response fire
ID_906058481668685824,Over 884 missing persons names  PLEASE RT HELP ST Martin #IrmaHurricane #Irma #IrmaHurricane2017 Families Looking!,ST Martin,884 miss person name   RT HELP ST Martin IrmaHurricane Irma irmahurricane2017 family look
ID_870257617582657536,"RT @Rangaslk: #Mora enters #Bangladesh, heatwave continues in #Pakistan. Floods in #SriLanka prevails with death toll passing 200. @CANSout",Pakistan SriLanka,RT   Mora enter Bangladesh heatwave continue Pakistan Floods SriLanka prevail death toll pass 200
ID_908261890840829952,Eight senior citizens killed in Florida nursing home after Hurricane Irma causes air,Florida,senior citizen kill Florida nursing home Hurricane Irma cause air
ID_1168321238760153088,#HurricanePrep: Watch out for flooding caused by #HurricaneDorian and #severewx. Dont go out in the dark because you might not see a downed power line. Be safe and keep travel to a minimum in flooded areas. #flwx #BeReady #CitizensIsReady,,HurricanePrep watch flooding cause HurricaneDorian severewx not dark downed power line safe travel minimum flood area flwx BeReady CitizensIsReady
ID_1039866006276136960,RT @BucklesandBulls: #Florence volunteers from across America will be there for you Carolinas!,America Florence,RT   Florence volunteer America Carolinas
ID_913917536718094336,Great shoots but extremely hard to watch. My island its devastated. ὡ4἟5἟7❤ #HurricaneMaria,,great shoot extremely hard watch island devastated 457 HurricaneMaria
ID_1040935365203427328,"We are collecting donations for Haven House! Come grab breakfast, bring in some non-perishables, and get 15% off! #tableraleigh #nonprofitpartner @ A Place at the Table Raleigh",,collect donation Haven House Come grab breakfast bring nonperishable 15 tableraleigh nonprofitpartner   Place Table Raleigh
ID_1001218367443828736,"Fort Lauderdale News Search Reviews (Flash Floods Rip Through Ellicott City, Maryland) Fort Lauderdale News -",Ellicott City Fort Lauderdale Maryland,Fort Lauderdale News Search Reviews Flash Floods Rip Ellicott City Maryland Fort Lauderdale News
ID_1067543637049790464,"Currently, over 50% of the U.S. Forest Service budget is spent fighting fires. That’s why were supporting @nationalforests with a donation that will help plant 20,000 trees, including in areas affected by the recent California wildfires. ὏7: @dirka #weareallbirds",California,currently 50 Forest Service budget spend fight fire s support   donation help plant 20000 tree include area affect recent California wildfire 7   weareallbirds
ID_910695559001931776,"RT @killdrae: Topos, a rescue team in Mexico, is accepting international paypal donations in result of the earthquake! donativos@brigada-re",Mexico,RT   Topos rescue team Mexico accept international paypal donation result earthquake donativosre
ID_798008007313367040,RT @Watchmanz: #URGENT: Slip dam on Clarence River has breached. All residents downstream evacuate immediately. Source: @CheckpointRNZ #eqnz,Clarence River,RT   URGENT Slip dam Clarence River breach resident downstream evacuate immediately source   eqnz
ID_913920216870113280,Corporate donations for Hurricane Maria relief top $24 million #infinitefireinc #corporatedonationsformaria,,corporate donation Hurricane Maria relief 24 million infinitefireinc corporatedonationsformaria
ID_901717967636975616,"Storm chasing music  NWStornado Tornado Warning including Wharton TX, East Bernard TX, Wal",East Bernard TX Wharton,storm chase music   NWStornado Tornado Warning include Wharton TX East Bernard TX Wal
ID_903392896707162112,Other ways to help with Harvey or be assisted if you need help because of Harvey.,,way help Harvey assist need help Harvey
ID_1176467958228500480,17 people have been died in mir pur #Kashmir. May ALMIGHTY give sabar to the families #earthquake,Kashmir,17 people die mir pur Kashmir ALMIGHTY sabar family earthquake
ID_1108996785870114816,@ZB_Bank is running collections of donations at the banks branches and are appealing to customers to contribute and drop off at any branch #Tinokudai #263chat #CycloneIdai,,  run collection donation bank branch appeal customer contribute drop branch Tinokudai 263chat CycloneIdai
ID_1113224298557263872,"Farmers helping farmers, we dont care if you live a mile down the road or 2,000 miles across the U.S. were here to help each other support anyone we can in any way we can. Nate Like organized a hay convoy from Ohio to Nebraska #NebraskaStrong",Nebraska Ohio U.S.,farmer help farmer not care live mile road 2000 mile help support way Nate like organize hay convoy Ohio Nebraska NebraskaStrong
ID_1031707034578771968,Bal Swayamsevaks on collection drive for #KeralaFloodRelief camps. Members of Balgokulam tying Rakhies to Army men serving the flood victims.,,Bal Swayamsevaks collection drive keralafloodrelief camp Members Balgokulam tie rakhie Army man serve flood victim
ID_909526046176944128,Upstate Criminals SC: // US Navy with FEMA are helping those affected by.. #Stlouis #Irma #Love #Help #peace #USN #us,Stlouis US us,Upstate Criminals SC   Navy FEMA help affect Stlouis Irma Love help peace USN
ID_1022695029486379008,"Now ITALY on wildfire alert: As #Greece and #Sweden BURN, ORANGE WARNING issued for #Sardinia #Italy",Greece ITALY Italy Sardinia Sweden,ITALY wildfire alert Greece Sweden BURN ORANGE warning issue Sardinia Italy
ID_1031737455991447552,This is how foreign funding is fueling .. Hindu to Christian conversion . just one church in #Kerala got 825 Cr.and how much of this money is being spent on flood relief by these NGO and churches?? #KeralaReliefFund #KeralaFloods #KeralaFloodRelief,Kerala,foreign funding fuel   Hindu christian conversion   church Kerala get 825 crand money spend flood relief ngo church KeralaReliefFund KeralaFloods KeralaFloodRelief
ID_721628641503764480,Powerful earthquake kills at least 77 in Ecuador: The 7.8 magnitude earthquake struck off Ecu  #WizInfo #Health,Ecuador,powerful earthquake kill 77 Ecuador 78 magnitude earthquake strike Ecu   WizInfo Health
ID_1031438396303048704,"Need help to arrange a vehicle from trivandrum to ranni , Medical and Sanitary items , Doctors are waiting Contact Number : 8943307136 @vikramanmuthu @kuttanmaash #KeralaFloodRelief #resource",,need help arrange vehicle trivandrum ranni   Medical Sanitary item   doctor wait contact Number   8943307136    KeralaFloodRelief resource
ID_1033187313881243648,"They are not gathered to get any flood relief, or to fetch some aid. They are not gathered to protest against the government. They are RSS Swayamsevaks going in large numbers from Pala to Aranmula in Kerala to clean the houses!",Aranmula Kerala Pala,gather flood relief fetch aid gather protest government RSS Swayamsevaks go large number Pala Aranmula Kerala clean house
ID_914223355829653504,@isteintraum so is hurricane Maria racist because it killed people in Puerto Rico because they werent white?,Puerto Rico,  hurricane Maria racist kill people Puerto Rico not white
ID_797794841677529088,RT @neogeo: .@radionz reports earthquake has upgraded from 6.6 to 7.5 #eqnz - take tsunami threat seriously #wellington #nz,wellington,RT    report earthquake upgrade 66 75 eqnz   tsunami threat seriously wellington nz
ID_1065697049272700928,"Spread the word to people in Southern California who may be displaced from the fires: if you are in need of a place to stay, Airbnb is offering free stays to evacuees, emergency workers, and volunteers.",California,spread word people Southern California displace fire need place stay Airbnb offer free stay evacuee emergency worker volunteer
ID_797798476906045440,RT @keahicory: Lower Hutt evacuation map #tsunami #eqnz #lowerhutt #civildefence,Lower Hutt,RT   Lower Hutt evacuation map tsunami eqnz lowerhutt civildefence
ID_1032677573141049344,"12-YO Akshaya, donated 25% Of Money She Collected For Her Heart Surgery To Flood-Affected Kerala She is suffering from a Congenital Heart Disease &her friends have been trying to raise funds by crowd funding Rs 20K had been collected so far, she donated Rs 5K for flood relief",Kerala,12yo Akshaya donate 25 money collect heart surgery FloodAffected Kerala suffer Congenital Heart Disease friend try raise fund crowd fund r 20 k collect far donate Rs 5 k flood relief
ID_1167597587173662720,More details on Brevard Co evacuations plans @news6wkmg,,detail Brevard Co evacuation plan
ID_734120563782733824,"RT @Mix1037FMNews: Fire west of Janvier burning out of control, says province  #ymmfire #rmwb @Mix1037radio /",,RT   Fire west Janvier burn control say province   ymmfire rmwb  
ID_770033996529008640,RT @lucetipo: support  to help earthquake victims #Aiutiterremoto #Earthquakeaid #PrayForItaly #cyanotype .,,RT   support   help earthquake victim Aiutiterremoto Earthquakeaid PrayForItaly cyanotype
ID_721763036294488064,From Ecuadors president this am: Official death toll 233. Tarqui in Manta very affected. Pedernales destroyed.,Ecuadors Manta,Ecuadors president official death toll 233 Tarqui Manta affected Pedernales destroy
ID_1108252369559654400,"Part of the consignment from @SaveChildrenZIM to families affected by #CycloneIdai in #Chimanimani. We have blankets, plastic buckets, gerry cans, cooking oil, laundry & bath soap, maize meal, dried kapenta, water treatment chemicals & sanitary pads. @ReddBarna",Chimanimani,consignment   family affect CycloneIdai Chimanimani blanket plastic bucket gerry can cook oil laundry   bath soap maize meal dry kapenta water treatment chemical   sanitary pad
